"kpi","lokasi","Area","Realisasi","insert_at","bulan"
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg4","KUDUS",93.90,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg4","MAGELANG",99.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg4","PEKALONGAN",96.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg4","PURWOKERTO",98.60,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg4","SEMARANG",97.10,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg4","SOLO",98.10,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg4","YOGYAKARTA",95.60,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg5","DENPASAR",85.80,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg5","JEMBER",100.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg5","KEDIRI",100.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg5","MADIUN",98.80,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg5","MADURA",98.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg5","MALANG",98.40,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg5","NTB",96.90,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg5","NTT",80.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg5","PASURUAN",100.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg5","SIDOARJO",99.40,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg5","SINGARAJA",80.70,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg5","SURABAYA SELATAN",99.20,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg5","SURABAYA UTARA",96.40,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg","REGIONAL 01",86.40,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg","REGIONAL 02",82.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg","REGIONAL 03",85.40,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg","REGIONAL 04",86.40,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg","REGIONAL 05",68.30,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg","REGIONAL 06",83.60,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg","REGIONAL 07",49.40,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg4","KUDUS",79.40,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg4","MAGELANG",100.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg4","PEKALONGAN",81.60,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg4","PURWOKERTO",73.30,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg4","SEMARANG",92.60,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg4","SOLO",94.10,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg4","YOGYAKARTA",74.70,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg5","DENPASAR",54.90,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg5","JEMBER",100.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg5","KEDIRI",81.80,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg5","MADIUN",95.50,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg5","MADURA",85.70,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg5","MALANG",85.70,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg5","NTB",81.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg5","NTT",54.50,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg5","PASURUAN",100.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg5","SIDOARJO",83.10,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg5","SINGARAJA",27.50,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg5","SURABAYA SELATAN",84.80,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-6 jam","reg5","SURABAYA UTARA",71.90,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg","REGIONAL 01",97.80,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg","REGIONAL 02",96.50,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg","REGIONAL 03",97.70,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg","REGIONAL 04",98.70,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg","REGIONAL 05",95.60,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg","REGIONAL 06",97.90,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg","REGIONAL 07",86.10,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg4","KUDUS",97.10,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg4","MAGELANG",100.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg4","PEKALONGAN",100.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg4","PURWOKERTO",96.70,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg4","SEMARANG",100.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg4","SOLO",98.50,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg4","YOGYAKARTA",96.80,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg5","DENPASAR",92.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg5","JEMBER",100.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg5","KEDIRI",100.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg5","MADIUN",100.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg5","MADURA",100.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg5","MALANG",100.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg5","NTB",100.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg5","NTT",95.50,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg5","PASURUAN",100.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg5","SIDOARJO",100.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg5","SINGARAJA",82.40,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg5","SURABAYA SELATAN",100.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiHome Reseller-36 jam","reg5","SURABAYA UTARA",97.40,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg","REGIONAL 01",,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg","REGIONAL 02",1.57,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg","REGIONAL 03",,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg","REGIONAL 04",,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg","REGIONAL 05",3.98,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg","REGIONAL 06",,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg","REGIONAL 07",,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg4","KUDUS",,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg4","MAGELANG",,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg4","PEKALONGAN",,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg4","PURWOKERTO",,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg4","SEMARANG",,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg4","SOLO",,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg4","YOGYAKARTA",,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg5","DENPASAR",,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg5","JEMBER",,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg5","KEDIRI",,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg5","MADIUN",,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg5","MADURA",,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg5","MALANG",,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg5","NTB",,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg5","NTT",,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg5","PASURUAN",,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg5","SIDOARJO",,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg5","SINGARAJA",3.98,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg5","SURABAYA SELATAN",,"2025-09-17",9
"ASR-ENT-MTTR DWDM","reg5","SURABAYA UTARA",,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg","REGIONAL 01",7.20,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg","REGIONAL 02",8.43,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg","REGIONAL 03",2.33,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg","REGIONAL 04",3.68,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg","REGIONAL 05",8.52,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg","REGIONAL 06",3.86,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg","REGIONAL 07",,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg4","KUDUS",,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg4","MAGELANG",,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg4","PEKALONGAN",,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg4","PURWOKERTO",,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg4","SEMARANG",3.68,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg4","SOLO",,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg4","YOGYAKARTA",,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg5","DENPASAR",0.86,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg5","JEMBER",,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg5","KEDIRI",,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg5","MADIUN",,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg5","MADURA",,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg5","MALANG",,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg5","NTB",,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg5","NTT",14.33,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg5","PASURUAN",,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg5","SIDOARJO",,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg5","SINGARAJA",6.26,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg5","SURABAYA SELATAN",,"2025-09-17",9
"ASR-ENT-MTTR SIP TRUNK","reg5","SURABAYA UTARA",14.91,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg","REGIONAL 01",78.00,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg","REGIONAL 02",69.23,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg","REGIONAL 03",100.00,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg","REGIONAL 04",100.00,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg","REGIONAL 05",87.50,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg","REGIONAL 06",90.91,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg","REGIONAL 07",69.23,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg4","KUDUS",,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg4","MAGELANG",100.00,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg4","PEKALONGAN",,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg4","PURWOKERTO",100.00,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg4","SEMARANG",,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg4","SOLO",100.00,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg4","YOGYAKARTA",100.00,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg5","DENPASAR",91.67,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg5","JEMBER",100.00,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg5","KEDIRI",,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg5","MADIUN",,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg5","MADURA",,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg5","MALANG",,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg5","NTB",100.00,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg5","NTT",44.44,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg5","PASURUAN",100.00,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg5","SIDOARJO",100.00,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg5","SINGARAJA",,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg5","SURABAYA SELATAN",100.00,"2025-09-17",9
"ONM-ENT-WiFi Revitalization","reg5","SURABAYA UTARA",100.00,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg","REGIONAL 01",96.19,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg","REGIONAL 02",97.66,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg","REGIONAL 03",98.04,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg","REGIONAL 04",100.00,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg","REGIONAL 05",100.00,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg","REGIONAL 06",97.58,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg","REGIONAL 07",97.58,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg4","KUDUS",100.00,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg4","MAGELANG",100.00,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg4","PEKALONGAN",100.00,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg4","PURWOKERTO",100.00,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg4","SEMARANG",100.00,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg4","SOLO",100.00,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg4","YOGYAKARTA",100.00,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg5","DENPASAR",100.00,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg5","JEMBER",100.00,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg5","KEDIRI",100.00,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg5","MADIUN",100.00,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg5","MADURA",100.00,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg5","MALANG",100.00,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg5","NTB",100.00,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg5","NTT",100.00,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg5","PASURUAN",100.00,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg5","SIDOARJO",100.00,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg5","SINGARAJA",100.00,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg5","SURABAYA SELATAN",100.00,"2025-09-17",9
"FFM-ENT-Fulfillment Guarantee Non HSI","reg5","SURABAYA UTARA",100.00,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg","REGIONAL 01",92.50,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg","REGIONAL 02",99.13,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg","REGIONAL 03",92.59,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg","REGIONAL 04",83.33,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg","REGIONAL 05",96.88,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg","REGIONAL 06",100.00,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg","REGIONAL 07",85.37,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg4","KUDUS",100.00,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg4","MAGELANG",0.00,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg4","PEKALONGAN",100.00,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg4","PURWOKERTO",33.33,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg4","SEMARANG",90.00,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg4","SOLO",100.00,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg4","YOGYAKARTA",83.33,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg5","DENPASAR",100.00,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg5","JEMBER",100.00,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg5","KEDIRI",66.67,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg5","MADIUN",100.00,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg5","MADURA",100.00,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg5","MALANG",100.00,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg5","NTB",100.00,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg5","NTT",100.00,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg5","PASURUAN",50.00,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg5","SIDOARJO",100.00,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg5","SINGARAJA",100.00,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg5","SURABAYA SELATAN",100.00,"2025-09-17",9
"FFM-ENT-TTD Compliance Non HSI","reg5","SURABAYA UTARA",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg","REGIONAL 01",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg","REGIONAL 02",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg","REGIONAL 03",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg","REGIONAL 04",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg","REGIONAL 05",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg","REGIONAL 06",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg","REGIONAL 07",66.67,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg4","KUDUS",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg4","MAGELANG",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg4","PEKALONGAN",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg4","PURWOKERTO",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg4","SEMARANG",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg4","SOLO",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg4","YOGYAKARTA",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg5","DENPASAR",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg5","JEMBER",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg5","KEDIRI",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg5","MADIUN",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg5","MADURA",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg5","MALANG",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg5","NTB",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg5","NTT",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg5","PASURUAN",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg5","SIDOARJO",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg5","SINGARAJA",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg5","SURABAYA SELATAN",100.00,"2025-09-17",9
"FFM-ENT-TTR Fulfillment Guarantee 3 Jam Non HSI","reg5","SURABAYA UTARA",100.00,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg","REGIONAL 01",99.55,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg","REGIONAL 02",97.36,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg","REGIONAL 03",98.67,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg","REGIONAL 04",97.15,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg","REGIONAL 05",97.03,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg","REGIONAL 06",95.88,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg","REGIONAL 07",99.15,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg4","KUDUS",97.49,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg4","MAGELANG",96.76,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg4","PEKALONGAN",97.60,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg4","PURWOKERTO",97.59,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg4","SEMARANG",97.81,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg4","SOLO",98.13,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg4","YOGYAKARTA",96.06,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg5","DENPASAR",93.60,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg5","JEMBER",99.67,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg5","KEDIRI",98.52,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg5","MADIUN",99.31,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg5","MADURA",99.41,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg5","MALANG",99.43,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg5","NTB",94.89,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg5","NTT",97.49,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg5","PASURUAN",98.45,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg5","SIDOARJO",98.85,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg5","SINGARAJA",97.87,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg5","SURABAYA SELATAN",96.26,"2025-09-17",9
"ONM-ALL-Service Availability-WiFi","reg5","SURABAYA UTARA",97.13,"2025-09-17",9
"FFM-ENT-Underspec Warranty Guarantee HSI","reg","REGIONAL 01",99.21,"2025-09-17",9
"FFM-ENT-Underspec Warranty Guarantee HSI","reg","REGIONAL 02",99.60,"2025-09-17",9
"FFM-ENT-Underspec Warranty Guarantee HSI","reg","REGIONAL 03",99.69,"2025-09-17",9
"FFM-ENT-Underspec Warranty Guarantee HSI","reg","REGIONAL 04",99.79,"2025-09-17",9
"FFM-ENT-Underspec Warranty Guarantee HSI","reg","REGIONAL 05",99.55,"2025-09-17",9
"FFM-ENT-Underspec Warranty Guarantee HSI","reg","REGIONAL 06",99.24,"2025-09-17",9
"FFM-ENT-Underspec Warranty Guarantee HSI","reg","REGIONAL 07",99.09,"2025-09-17",9
"FFM-ENT-Underspec Warranty Guarantee HSI","reg4","KUDUS",99.78,"2025-09-17",9
"FFM-ENT-Underspec Warranty Guarantee HSI","reg4","MAGELANG",99.46,"2025-09-17",9
"FFM-ENT-Underspec Warranty Guarantee HSI","reg4","PEKALONGAN",99.73,"2025-09-17",9
