"kpi","lokasi","Area","Realisasi","insert_at","bulan"
"ASR-ENT-TTR Compliance K1 DATIN 1.5 Jam","reg4","PURWOKERTO",,"2025-09-17",9
"ASR-ENT-TTR Compliance K1 DATIN 1.5 Jam","reg4","SEMARANG",,"2025-09-17",9
"ASR-ENT-TTR Compliance K1 DATIN 1.5 Jam","reg4","SOLO",,"2025-09-17",9
"ASR-ENT-TTR Compliance K1 DATIN 1.5 Jam","reg4","YOGYAKARTA",,"2025-09-17",9
"ASR-ENT-TTR Compliance K1 DATIN 1.5 Jam","reg5","DENPASAR",,"2025-09-17",9
"ASR-ENT-TTR Compliance K1 DATIN 1.5 Jam","reg5","JEMBER",,"2025-09-17",9
"ASR-ENT-TTR Compliance K1 DATIN 1.5 Jam","reg5","KEDIRI",,"2025-09-17",9
"ASR-ENT-TTR Compliance K1 DATIN 1.5 Jam","reg5","MADIUN",,"2025-09-17",9
"ASR-ENT-TTR Compliance K1 DATIN 1.5 Jam","reg5","MADURA",,"2025-09-17",9
"ASR-ENT-TTR Compliance K1 DATIN 1.5 Jam","reg5","MALANG",,"2025-09-17",9
"ASR-ENT-TTR Compliance K1 DATIN 1.5 Jam","reg5","NTB",,"2025-09-17",9
"ASR-ENT-TTR Compliance K1 DATIN 1.5 Jam","reg5","NTT",,"2025-09-17",9
"ASR-ENT-TTR Compliance K1 DATIN 1.5 Jam","reg5","PASURUAN",,"2025-09-17",9
"ASR-ENT-TTR Compliance K1 DATIN 1.5 Jam","reg5","SIDOARJO",,"2025-09-17",9
"ASR-ENT-TTR Compliance K1 DATIN 1.5 Jam","reg5","SINGARAJA",,"2025-09-17",9
"ASR-ENT-TTR Compliance K1 DATIN 1.5 Jam","reg5","SURABAYA SELATAN",,"2025-09-17",9
"ASR-ENT-TTR Compliance K1 DATIN 1.5 Jam","reg5","SURABAYA UTARA",,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg","REGIONAL 01",74.14,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg","REGIONAL 02",84.38,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg","REGIONAL 03",86.75,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg","REGIONAL 04",93.42,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg","REGIONAL 05",79.73,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg","REGIONAL 06",73.17,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg","REGIONAL 07",65.68,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg4","KUDUS",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg4","MAGELANG",71.43,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg4","PEKALONGAN",93.33,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg4","PURWOKERTO",85.71,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg4","SEMARANG",94.12,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg4","SOLO",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg4","YOGYAKARTA",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg5","DENPASAR",72.73,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg5","JEMBER",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg5","KEDIRI",83.33,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg5","MADIUN",88.89,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg5","MADURA",87.50,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg5","MALANG",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg5","NTB",85.71,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg5","NTT",81.82,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg5","PASURUAN",85.71,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg5","SIDOARJO",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg5","SINGARAJA",69.23,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg5","SURABAYA SELATAN",46.67,"2025-09-17",9
"ASR-ENT-TTR Compliance K2 dan K1 Repair DATIN 3.6 Jam","reg5","SURABAYA UTARA",78.57,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg","REGIONAL 01",88.62,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg","REGIONAL 02",89.42,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg","REGIONAL 03",93.06,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg","REGIONAL 04",97.73,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg","REGIONAL 05",91.26,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg","REGIONAL 06",76.67,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg","REGIONAL 07",66.55,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg4","KUDUS",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg4","MAGELANG",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg4","PEKALONGAN",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg4","PURWOKERTO",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg4","SEMARANG",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg4","SOLO",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg4","YOGYAKARTA",84.62,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg5","DENPASAR",95.24,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg5","JEMBER",94.12,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg5","KEDIRI",85.71,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg5","MADIUN",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg5","MADURA",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg5","MALANG",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg5","NTB",89.66,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg5","NTT",92.31,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg5","PASURUAN",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg5","SIDOARJO",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg5","SINGARAJA",76.00,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg5","SURABAYA SELATAN",93.75,"2025-09-17",9
"ASR-ENT-TTR Compliance K3 DATIN 7.2 Jam","reg5","SURABAYA UTARA",86.36,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg","REGIONAL 01",96.96,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg","REGIONAL 02",99.15,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg","REGIONAL 03",97.25,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg","REGIONAL 04",96.46,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg","REGIONAL 05",93.68,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg","REGIONAL 06",81.40,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg","REGIONAL 07",77.35,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg4","KUDUS",94.59,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg4","MAGELANG",93.75,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg4","PEKALONGAN",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg4","PURWOKERTO",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg4","SEMARANG",97.92,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg4","SOLO",93.94,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg4","YOGYAKARTA",97.37,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg5","DENPASAR",83.87,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg5","JEMBER",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg5","KEDIRI",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg5","MADIUN",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg5","MADURA",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg5","MALANG",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg5","NTB",85.71,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg5","NTT",89.29,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg5","PASURUAN",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg5","SIDOARJO",96.15,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg5","SINGARAJA",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg5","SURABAYA SELATAN",100.00,"2025-09-17",9
"ASR-ENT-TTR Compliance WiFi","reg5","SURABAYA UTARA",93.22,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg","REGIONAL 01",91.44,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg","REGIONAL 02",94.15,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg","REGIONAL 03",94.14,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg","REGIONAL 04",94.16,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg","REGIONAL 05",92.54,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg","REGIONAL 06",94.48,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg","REGIONAL 07",91.81,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg4","KUDUS",93.30,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg4","MAGELANG",92.61,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg4","PEKALONGAN",95.23,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg4","PURWOKERTO",94.65,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg4","SEMARANG",93.34,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg4","SOLO",95.28,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg4","YOGYAKARTA",94.68,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg5","DENPASAR",93.73,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg5","JEMBER",97.09,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg5","KEDIRI",94.96,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg5","MADIUN",94.73,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg5","MADURA",88.26,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg5","MALANG",95.72,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg5","NTB",88.05,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg5","NTT",87.01,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg5","PASURUAN",96.61,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg5","SIDOARJO",94.02,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg5","SINGARAJA",92.30,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg5","SURABAYA SELATAN",93.59,"2025-09-17",9
"ASR-WHF-Assurance Guarantee","reg5","SURABAYA UTARA",93.76,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg","REGIONAL 01",94.44,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg","REGIONAL 02",98.26,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg","REGIONAL 03",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg","REGIONAL 04",97.73,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg","REGIONAL 05",97.73,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg","REGIONAL 06",97.30,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg","REGIONAL 07",81.03,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg4","KUDUS",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg4","MAGELANG",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg4","PEKALONGAN",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg4","PURWOKERTO",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg4","SEMARANG",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg4","SOLO",95.45,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg4","YOGYAKARTA",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg5","DENPASAR",75.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg5","JEMBER",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg5","KEDIRI",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg5","MADIUN",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg5","MADURA",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg5","MALANG",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg5","NTB",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg5","NTT",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg5","PASURUAN",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg5","SIDOARJO",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg5","SINGARAJA",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg5","SURABAYA SELATAN",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H (D,V)","reg5","SURABAYA UTARA",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg","REGIONAL 01",97.46,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg","REGIONAL 02",98.56,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg","REGIONAL 03",99.48,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg","REGIONAL 04",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg","REGIONAL 05",95.35,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg","REGIONAL 06",97.82,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg","REGIONAL 07",83.44,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg4","KUDUS",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg4","MAGELANG",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg4","PEKALONGAN",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg4","PURWOKERTO",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg4","SEMARANG",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg4","SOLO",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg4","YOGYAKARTA",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg5","DENPASAR",88.37,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg5","JEMBER",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg5","KEDIRI",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg5","MADIUN",97.14,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg5","MADURA",96.15,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg5","MALANG",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg5","NTB",95.24,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg5","NTT",93.62,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg5","PASURUAN",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg5","SIDOARJO",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg5","SINGARAJA",98.15,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg5","SURABAYA SELATAN",97.30,"2025-09-17",9
"ASR-WHF-TTR Comply 6H (P)","reg5","SURABAYA UTARA",96.55,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg","REGIONAL 01",98.69,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg","REGIONAL 02",99.64,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg","REGIONAL 03",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg","REGIONAL 04",99.82,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg","REGIONAL 05",99.05,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg","REGIONAL 06",99.53,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg","REGIONAL 07",94.68,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg4","KUDUS",99.55,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg4","MAGELANG",99.74,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg4","PEKALONGAN",99.91,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg4","PURWOKERTO",99.84,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg4","SEMARANG",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg4","SOLO",99.69,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg4","YOGYAKARTA",99.88,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg5","DENPASAR",97.41,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg5","JEMBER",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg5","KEDIRI",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg5","MADIUN",99.79,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg5","MADURA",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg5","MALANG",99.89,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg5","NTB",99.93,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg5","NTT",94.44,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg5","PASURUAN",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg5","SIDOARJO",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg5","SINGARAJA",98.82,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg5","SURABAYA SELATAN",99.92,"2025-09-17",9
"ASR-WHF-TTR Comply 36H (Non HVC)","reg5","SURABAYA UTARA",99.75,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg","REGIONAL 01",97.99,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg","REGIONAL 02",98.32,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg","REGIONAL 03",99.48,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg","REGIONAL 04",99.17,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg","REGIONAL 05",97.46,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg","REGIONAL 06",97.06,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg","REGIONAL 07",96.39,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg4","KUDUS",96.98,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg4","MAGELANG",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg4","PEKALONGAN",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg4","PURWOKERTO",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg4","SEMARANG",99.45,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg4","SOLO",99.47,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg4","YOGYAKARTA",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg5","DENPASAR",87.50,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg5","JEMBER",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg5","KEDIRI",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg5","MADIUN",98.23,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg5","MADURA",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg5","MALANG",98.30,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg5","NTB",97.94,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg5","NTT",82.52,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg5","PASURUAN",100.00,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg5","SIDOARJO",99.48,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg5","SINGARAJA",99.32,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg5","SURABAYA SELATAN",98.50,"2025-09-17",9
"ASR-WHF-TTR Comply 3H Manja","reg5","SURABAYA UTARA",98.73,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg","REGIONAL 01",71.80,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg","REGIONAL 02",65.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg","REGIONAL 03",69.30,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg","REGIONAL 04",72.70,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg","REGIONAL 05",57.90,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg","REGIONAL 06",65.90,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg","REGIONAL 07",38.20,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg4","KUDUS",67.20,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg4","MAGELANG",89.50,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg4","PEKALONGAN",64.90,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg4","PURWOKERTO",73.60,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg4","SEMARANG",77.10,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg4","SOLO",76.10,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg4","YOGYAKARTA",65.40,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg5","DENPASAR",46.40,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg5","JEMBER",96.90,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg5","KEDIRI",69.80,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg5","MADIUN",77.50,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg5","MADURA",66.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg5","MALANG",87.50,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg5","NTB",66.00,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg5","NTT",47.90,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg5","PASURUAN",96.30,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg5","SIDOARJO",81.80,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg5","SINGARAJA",34.80,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg5","SURABAYA SELATAN",52.80,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-4 jam","reg5","SURABAYA UTARA",50.80,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg","REGIONAL 01",98.10,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg","REGIONAL 02",95.70,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg","REGIONAL 03",98.30,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg","REGIONAL 04",96.70,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg","REGIONAL 05",92.10,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg","REGIONAL 06",94.60,"2025-09-17",9
"ASR-ENT-Compliance-Time to Recover IndiBiz-24 jam","reg","REGIONAL 07",78.10,"2025-09-17",9
